City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
616,Tiarei,PF,82.42,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
619,Lagos,NG,82.72,clear sky,6.5833,3.75,
620,Bagojo,MX,71.51,clear sky,25.8667,-109.1167,
622,Kilindoni,TZ,79.36,moderate rain,-7.9139,39.6668,Bustani B&B
623,Port Antonio,JM,82.31,scattered clouds,18.18,-76.4612,The Trident Hotel
629,Oranjestad,AW,82.35,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
633,Knysna,ZA,64.78,overcast clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
634,Diu,IN,61.7,few clouds,20.7141,70.9822,Hotel Relax Inn
635,Kikwit,CD,69.94,overcast clouds,-5.041,18.8162,HOTEL PLACE YALABA
636,Laguna,US,67.66,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
637,Kampot,KH,78.85,scattered clouds,10.6167,104.1833,Two Moons Hotel
638,Sur,OM,69.51,clear sky,22.5667,59.5289,Sur Plaza Hotel
641,Isangel,VU,78.91,moderate rain,-19.55,169.2667,Tanna Lodge
642,Acarau,BR,79.61,broken clouds,-2.8856,-40.12,castelo pizzaria
644,Kaduna,NG,66.25,clear sky,10.5222,7.4383,HAMDALA HOTEL
645,Coffs Harbour,AU,66.47,light rain,-30.3,153.1333,Aquajet Motel
646,Pedernales,DO,77.58,clear sky,18.0384,-71.744,Hotel Costa Marina
648,Umm Lajj,SA,60.96,clear sky,25.0213,37.2685,Moon light Furnished Units
649,Labuhan,ID,78.37,broken clouds,-6.8844,112.2051,DoubleFAG
650,Mindelo,CV,71.15,few clouds,16.8901,-24.9804,Hotel Gaudi
651,Viedma,AR,65.41,overcast clouds,-40.8135,-62.9967,Hotel Cristal
653,Moussoro,TD,63.86,clear sky,13.6408,16.4901,Hôtel Salama
655,Maumere,ID,80.11,overcast clouds,-8.6199,122.2111,Sylvia Hotel
657,Sao Felix Do Xingu,BR,75.18,moderate rain,-6.6447,-51.995,Rio Xingu Camping
658,Sabya,SA,78.42,clear sky,17.1495,42.6254,Aseel Hotel Apartment
659,Sao Gabriel Da Cachoeira,BR,75.22,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
662,Madimba,TZ,77.27,moderate rain,-10.4,40.3333,
663,Anloga,GH,82.62,clear sky,5.7947,0.8973,Pin Drop Hotel
664,Sungairaya,ID,75.88,overcast clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
666,Santiago Del Estero,AR,76.26,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
669,Lavumisa,SZ,70.92,light rain,-27.31,31.892,ROADSIDE B&B
670,Gunjur,GM,73.47,clear sky,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
673,Tual,ID,83.79,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
674,Nova Olimpia,BR,75.96,broken clouds,-14.7972,-57.2881,Motel glamour
676,Calabozo,VE,88.83,overcast clouds,8.9242,-67.4293,Hotel Giardini
678,Chicama,PE,70.34,broken clouds,-7.8447,-79.1469,Balihai Bungalows
681,Poum,NC,81.48,overcast clouds,-20.2333,164.0167,Gîte kajeon
682,Clearlake,US,66.25,broken clouds,38.9582,-122.6264,Americas Best Value Inn & Suites Clearlake Wine Country
683,Amapa,BR,72.32,overcast clouds,1.0,-52.0,
686,Filingue,NE,66.07,clear sky,14.3521,3.3168,
687,Arteaga,MX,75.99,few clouds,18.4667,-102.4167,
